,State,Year,Quarter,Civilian Labor Force(000),Covered Employment(000),Subject Employers(000),Total Unemployment Rate,Unnamed: 7,Total Unemployed(000),Insured Unemployed Regular Programs(000),Insured Unemployed All Programs(000),Recipiency Rates Regular Programs ,Unnamed: 12,Recipiency Rates All Programs ,Unnamed: 14
3595,AZ,2019.0,4.0,3470,"2,929",141,4.4,9,154,17.43,17.43,11.3,49,11.3,49
3596,AZ,2020.0,1.0,3488,"2,912",141,4.9,13,170,19.17,19.17,11.3,51,11.3,51
3597,AZ,2020.0,2.0,3412,"2,632",144,11.5,26,394,199.33,199.33,50.6,52,50.6,52
3598,AZ,2020.0,3.0,3482,"2,683",144,8.5,18,296,200.51,200.96,67.8,42,67.9,42
3599,AZ,2020.0,4.0,3503,"2,832",145,6.4,21,225,99.49,105.03,44.2,38,46.7,40
3600,CA,2015.0,1.0,18785,"15,697","1,249",7.0,7,"1,311",435.92,435.92,33.2,25,33.2,25
3601,CA,2015.0,2.0,18827,"16,026","1,272",6.3,10,"1,179",387.79,387.8,32.9,13,32.9,13
3602,CA,2015.0,3.0,18840,"16,113","1,288",6.1,11,"1,153",369.73,369.73,32.1,13,32.1,13
3603,CA,2015.0,4.0,18844,"16,368","1,307",5.6,12,"1,063",357.34,357.34,33.6,18,33.6,18
3604,CA,2016.0,1.0,18947,"16,169","1,304",5.9,13,"1,113",421.81,421.81,37.9,18,37.9,18
3605,CA,2016.0,2.0,18949,"16,501","1,325",5.3,15,"1,011",372.49,372.49,36.9,12,36.9,12
3606,CA,2016.0,3.0,19098,"16,505","1,342",5.6,13,"1,072",351.34,351.34,32.8,11,32.8,11
3607,CA,2016.0,4.0,19054,"16,710","1,360",5.2,11,991,346.5,346.5,35.0,13,35.0,13
3608,CA,2017.0,1.0,19150,"16,463","1,357",5.4,13,"1,041",422.32,422.32,40.6,16,40.6,16
3609,CA,2017.0,2.0,19139,"16,807","1,368",4.7,16,900,363.92,363.92,40.4,8,40.4,8
3610,CA,2017.0,3.0,19272,"16,802","1,385",4.9,12,943,336.42,336.42,35.7,7,35.7,7
3611,CA,2017.0,4.0,19181,"17,027","1,402",4.3,14,825,335.42,335.42,40.6,9,40.6,9
3612,CA,2018.0,1.0,19246,"16,838","1,391",4.6,21,888,381.5,381.5,43.0,15,43.0,15
3613,CA,2018.0,2.0,19235,"17,122","1,403",4.1,15,784,346.16,346.16,44.2,7,44.2,7
3614,CA,2018.0,3.0,19319,"17,121","1,420",4.3,11,824,317.9,317.9,38.6,6,38.6,6
3615,CA,2018.0,4.0,19358,"17,359","1,429",4.0,14,782,311.53,311.53,39.8,11,39.8,11
3616,CA,2019.0,1.0,19388,"17,119","1,436",4.6,15,891,378.99,378.99,42.6,12,42.6,12
3617,CA,2019.0,2.0,19236,"17,390","1,443",3.9,15,746,338.33,338.33,45.3,6,45.3,6
3618,CA,2019.0,3.0,19420,"17,386","1,461",4.1,14,799,310.85,310.85,38.9,8,38.9,8
3619,CA,2019.0,4.0,19497,"17,643","1,476",3.8,13,748,301.92,301.92,40.4,12,40.4,12
3620,CA,2020.0,1.0,19516,"17,390","1,477",5.0,12,983,399.87,399.87,40.7,22,40.7,22
3621,CA,2020.0,2.0,18687,"15,195","1,495",15.1,8,"2,824","2,785.28","2,785.28",98.6,19,98.6,19
3622,CA,2020.0,3.0,18927,"15,657","1,506",11.8,4,"2,234","2,800.66","2,855.14",125.4,10,127.8,9
3623,CA,2020.0,4.0,18704,"16,233","1,521",8.8,5,"1,645","1,397.20","1,546.81",84.9,7,94.0,8
3624,CO,2015.0,1.0,2804,"2,393",157,4.4,44,124,37.75,37.75,30.4,30,30.4,30
3625,CO,2015.0,2.0,2820,"2,436",159,3.9,43,111,32.71,32.71,29.5,21,29.5,21
3626,CO,2015.0,3.0,2837,"2,464",161,3.4,47,97,28.02,28.02,29.0,22,29.0,22
3627,CO,2015.0,4.0,2842,"2,471",163,3.2,47,91,29.2,29.2,32.0,21,32.0,21
3628,CO,2016.0,1.0,2863,"2,452",162,3.6,48,102,34.65,34.65,34.1,24,34.1,24
3629,CO,2016.0,2.0,2882,"2,493",165,3.3,47,94,30.14,30.14,31.9,19,31.9,19
3630,CO,2016.0,3.0,2916,"2,525",167,3.1,47,89,26.24,26.24,29.5,17,29.5,17
3631,CO,2016.0,4.0,2915,"2,525",169,2.7,49,77,26.09,26.09,33.7,15,33.7,15
3632,CO,2017.0,1.0,2913,"2,506",169,2.8,52,81,30.31,30.31,37.5,21,37.5,21
3633,CO,2017.0,2.0,2946,"2,552",172,2.4,52,71,24.72,24.72,34.6,15,34.6,15
3634,CO,2017.0,3.0,2996,"2,578",174,2.6,51,79,21.83,21.83,27.6,18,27.6,18
3635,CO,2017.0,4.0,3000,"2,588",175,2.7,46,80,22.15,22.15,27.7,25,27.7,25
3636,CO,2018.0,1.0,3017,"2,573",175,3.1,51,95,24.26,24.26,25.6,29,25.6,29
3637,CO,2018.0,2.0,3045,"2,619",178,3.0,41,90,20.81,20.81,23.0,26,23.0,26
3638,CO,2018.0,3.0,3075,"2,643",180,3.1,38,96,19.22,19.22,20.1,31,20.1,31
3639,CO,2018.0,4.0,3080,"2,649",182,3.0,36,91,19.02,19.02,20.9,34,20.9,34
3640,CO,2019.0,1.0,3079,"2,633",181,3.1,47,95,23.02,23.02,24.4,30,24.4,30
3641,CO,2019.0,2.0,3085,"2,680",184,2.5,49,78,18.73,18.73,24.0,27,24.0,27
3642,CO,2019.0,3.0,3124,"2,709",184,2.5,47,79,17.21,17.21,21.7,29,21.7,29
3643,CO,2019.0,4.0,3130,"2,711",188,2.5,45,79,18.81,18.81,23.9,30,23.9,30
3644,CO,2020.0,1.0,3131,"2,681",186,3.4,41,107,25.44,25.44,23.7,41,23.7,41
3645,CO,2020.0,2.0,3053,"2,408",189,11.3,28,345,235.98,235.98,68.4,47,68.4,47
3646,CO,2020.0,3.0,3045,"2,533",192,6.3,40,193,187.6,187.72,97.4,21,97.5,23
3647,CO,2020.0,4.0,3100,"2,569",195,6.1,24,189,100.17,110.73,53.0,29,58.6,30
3648,CT,2015.0,1.0,1891,"1,618",100,6.3,16,118,55.53,55.53,46.9,12,46.9,12
3649,CT,2015.0,2.0,1902,"1,659",100,5.7,19,108,39.63,39.63,36.8,9,36.8,9
3650,CT,2015.0,3.0,1897,"1,637",100,5.6,18,106,40.51,40.51,38.2,6,38.2,6
3651,CT,2015.0,4.0,1877,"1,666",101,5.0,20,93,34.83,34.83,37.4,12,37.4,12
3652,CT,2016.0,1.0,1879,"1,625",101,5.5,20,104,48.76,48.76,46.9,11,46.9,11
3653,CT,2016.0,2.0,1893,"1,661",102,4.9,21,92,37.99,37.99,41.1,8,41.1,8
3654,CT,2016.0,3.0,1907,"1,644",102,4.9,26,93,41.17,41.17,44.5,5,44.5,5
3655,CT,2016.0,4.0,1894,"1,665",102,4.1,31,78,34.93,34.93,44.7,7,44.7,7
3656,CT,2017.0,1.0,1919,"1,629",102,5.0,22,96,49.32,49.32,51.4,8,51.4,8
3657,CT,2017.0,2.0,1931,"1,664",103,4.4,17,85,36.58,36.58,43.3,5,43.3,5
3658,CT,2017.0,3.0,1934,"1,645",103,4.5,22,86,37.6,37.6,43.7,4,43.7,4
3659,CT,2017.0,4.0,1910,"1,668",103,3.8,28,73,34.41,34.41,47.2,5,47.2,6
3660,CT,2018.0,1.0,1903,"1,629",104,4.6,21,88,46.23,46.23,52.8,9,52.8,9
3661,CT,2018.0,2.0,1921,"1,666",104,3.9,20,75,34.35,34.35,45.9,3,45.9,3
3662,CT,2018.0,3.0,1940,"1,651",105,3.8,26,74,35.72,35.72,48.2,3,48.2,3
3663,CT,2018.0,4.0,1931,"1,677",105,3.2,30,62,29.37,29.37,47.7,6,47.7,6
3664,CT,2019.0,1.0,1918,"1,629",105,4.1,24,79,41.14,41.14,51.9,7,51.9,7
3665,CT,2019.0,2.0,1924,"1,662",105,3.5,21,66,31.07,31.07,46.7,5,46.7,5
3666,CT,2019.0,3.0,1947,"1,648",106,3.6,23,70,32.75,32.75,46.5,3,46.5,3
3667,CT,2019.0,4.0,1938,"1,671",106,3.2,24,62,29.16,29.16,47.1,6,47.1,6
3668,CT,2020.0,1.0,1926,"1,628",106,4.4,20,84,48.63,48.63,57.6,10,57.6,10
3669,CT,2020.0,2.0,1868,"1,411",106,10.5,32,196,264.36,264.36,134.8,7,134.8,7
3670,CT,2020.0,3.0,1884,"1,504",107,10.0,11,189,201.72,201.72,106.6,16,106.6,17
3671,CT,2020.0,4.0,1819,"1,562",109,7.0,14,128,79.9,89.46,62.4,19,69.9,18
3672,DC,2015.0,1.0,386,535,31,7.4,3,29,9.17,9.17,32.2,27,32.2,27
3673,DC,2015.0,2.0,388,544,32,6.8,4,26,7.97,7.97,30.1,17,30.1,17
3674,DC,2015.0,3.0,390,547,32,7.1,3,28,8.94,8.94,32.4,11,32.4,11
3675,DC,2015.0,4.0,390,557,33,6.4,3,25,8.34,8.34,33.3,19,33.3,19
3676,DC,2016.0,1.0,394,549,32,6.4,7,25,8.12,8.12,32.3,26,32.3,26
3677,DC,2016.0,2.0,395,558,33,5.8,8,23,7.44,7.44,32.3,17,32.3,17
3678,DC,2016.0,3.0,396,556,33,6.6,4,26,8.39,8.39,32.0,13,32.0,13
3679,DC,2016.0,4.0,396,561,33,6.0,5,24,8.24,8.24,34.4,14,34.4,14
3680,DC,2017.0,1.0,392,556,33,6.4,5,25,9.21,9.21,36.5,22,36.5,22
3681,DC,2017.0,2.0,393,566,33,5.9,5,23,8.76,8.76,37.7,11,37.7,11
3682,DC,2017.0,3.0,396,565,34,6.4,3,25,9.17,9.17,36.2,6,36.2,6
3683,DC,2017.0,4.0,392,572,34,5.6,4,22,8.86,8.86,40.3,11,40.3,11
3684,DC,2018.0,1.0,397,568,34,6.0,5,24,8.53,8.53,35.7,18,35.7,18
3685,DC,2018.0,2.0,397,577,35,5.5,4,22,7.66,7.66,35.2,14,35.2,14
3686,DC,2018.0,3.0,394,575,35,5.8,3,23,8.34,8.34,36.4,10,36.4,10
3687,DC,2018.0,4.0,394,582,35,5.3,4,21,7.76,7.76,36.8,15,36.8,15
3688,DC,2019.0,1.0,399,574,36,6.1,4,24,9.15,9.15,37.6,18,37.6,18
3689,DC,2019.0,2.0,400,581,36,5.4,5,21,6.72,6.72,31.3,18,31.3,18
3690,DC,2019.0,3.0,403,581,36,5.7,4,23,7.27,7.27,31.9,14,31.9,14
3691,DC,2019.0,4.0,401,588,36,5.0,5,20,6.77,6.77,33.5,19,33.5,19
3692,DC,2020.0,1.0,405,583,36,5.7,6,23,9.33,9.33,40.1,23,40.1,23
3693,DC,2020.0,2.0,381,505,37,9.3,42,36,64.28,64.28,180.6,3,180.6,3
3694,DC,2020.0,3.0,381,512,37,8.8,17,34,66.95,66.99,198.9,2,199.0,2
3695,DC,2020.0,4.0,378,516,37,7.8,8,30,33.32,33.52,112.5,2,113.1,3
3696,DE,2015.0,1.0,458,415,27,5.2,35,24,9.02,9.02,37.6,18,37.6,18
3697,DE,2015.0,2.0,463,429,28,4.8,32,22,6.6,6.61,29.7,20,29.7,20
3698,DE,2015.0,3.0,464,433,28,4.9,29,23,6.68,6.68,29.5,19,29.5,19
3699,DE,2015.0,4.0,466,435,28,4.3,33,20,6.28,6.28,31.5,22,31.5,22
3700,DE,2016.0,1.0,469,422,28,4.7,33,22,8.13,8.13,36.7,20,36.7,20
3701,DE,2016.0,2.0,469,434,29,4.4,33,21,6.17,6.17,30.1,22,30.1,22
3702,DE,2016.0,3.0,469,438,29,4.7,33,22,6.21,6.21,28.0,19,28.0,19
3703,DE,2016.0,4.0,468,437,29,4.2,30,20,5.48,5.48,27.6,25,27.6,25
3704,DE,2017.0,1.0,473,427,28,5.0,22,24,7.42,7.42,31.5,26,31.5,26
3705,DE,2017.0,2.0,475,437,29,4.4,17,21,5.66,5.66,27.0,26,27.0,26
3706,DE,2017.0,3.0,478,441,29,4.6,20,22,5.72,5.72,26.0,21,26.0,21
3707,DE,2017.0,4.0,475,440,29,3.9,25,18,5,5,27.0,27,27.0,27
3708,DE,2018.0,1.0,479,431,30,4.3,25,21,6.84,6.84,32.9,23,32.9,23
3709,DE,2018.0,2.0,482,444,31,3.7,27,18,4.74,4.74,26.8,20,26.8,20
3710,DE,2018.0,3.0,480,445,31,3.7,27,18,5.05,5.05,28.2,16,28.2,16
3711,DE,2018.0,4.0,481,445,32,3.1,34,15,4.75,4.75,31.9,19,31.9,19
3712,DE,2019.0,1.0,485,437,32,3.8,33,19,5.92,5.92,31.7,23,31.7,23
3713,DE,2019.0,2.0,486,449,32,3.4,24,17,4.48,4.48,26.9,22,26.9,22
3714,DE,2019.0,3.0,487,452,33,3.8,20,18,5.25,5.25,28.5,17,28.5,17
3715,DE,2019.0,4.0,485,450,33,3.2,24,16,4.75,4.75,30.4,22,30.4,22
3716,DE,2020.0,1.0,485,439,33,4.4,20,21,7.63,7.63,35.8,25,35.8,25
3717,DE,2020.0,2.0,488,394,34,13.0,16,63,53.44,53.44,84.4,30,84.4,30
3718,DE,2020.0,3.0,488,423,34,7.6,28,37,38.79,39.39,104.1,18,105.7,18
3719,DE,2020.0,4.0,486,427,34,4.8,36,24,15.69,17.45,66.5,14,74.0,12
3720,FL,2015.0,1.0,9550,"7,832",499,5.7,29,549,59.72,59.72,10.9,53,10.9,53
3721,FL,2015.0,2.0,9645,"7,870",505,5.6,21,536,55.59,55.59,10.4,53,10.4,53
3722,FL,2015.0,3.0,9676,"7,813",507,5.7,17,548,62.84,62.84,11.5,52,11.5,52
3723,FL,2015.0,4.0,9687,"8,108",513,5.2,19,499,48.82,48.82,9.8,53,9.8,53
3724,FL,2016.0,1.0,9739,"8,111",516,4.9,30,480,42.76,42.76,8.9,53,8.9,53
3725,FL,2016.0,2.0,9815,"8,143",522,4.8,23,468,41.29,41.29,8.8,53,8.8,53
3726,FL,2016.0,3.0,9908,"8,097",520,5.2,17,511,48.89,48.89,9.6,53,9.6,53
3727,FL,2016.0,4.0,9904,"8,338",529,4.7,20,466,38.61,38.61,8.3,52,8.3,52
3728,FL,2017.0,1.0,9898,"8,346",532,4.6,29,452,36.22,36.22,8.0,53,8.0,53
3729,FL,2017.0,2.0,9991,"8,349",536,4.2,25,419,38.94,38.94,9.3,53,9.3,53
3730,FL,2017.0,3.0,10015,"8,216",538,4.4,25,446,46.16,46.16,10.4,51,10.4,51
3731,FL,2017.0,4.0,9987,"8,511",543,4.0,24,396,40.53,40.53,10.2,52,10.2,52
3732,FL,2018.0,1.0,10040,"8,522",545,3.9,34,389,35.56,35.56,9.1,53,9.1,53
3733,FL,2018.0,2.0,10116,"8,525",549,3.6,30,364,34.18,34.18,9.4,53,9.4,53
3734,FL,2018.0,3.0,10154,"8,480",551,3.7,27,378,39.46,39.46,10.4,51,10.4,51
3735,FL,2018.0,4.0,10164,"8,716",558,3.4,27,344,33.85,33.85,9.8,52,9.8,52
3736,FL,2019.0,1.0,10153,"8,712",561,3.4,42,350,30.38,30.38,8.7,52,8.7,52
3737,FL,2019.0,2.0,10209,"8,703",567,3.2,30,326,30.32,30.32,9.3,52,9.3,52
3738,FL,2019.0,3.0,10318,"8,648",568,3.4,28,355,37.4,37.4,10.5,49,10.5,49
3739,FL,2019.0,4.0,10346,"8,897",574,2.9,35,303,31.69,31.69,10.5,50,10.5,50
3740,FL,2020.0,1.0,10294,"8,856",577,3.3,43,345,31.14,31.14,9.0,53,9.0,53
3741,FL,2020.0,2.0,9784,"7,815",589,13.1,14,"1,279",524.64,524.64,41.0,53,41.0,53
3742,FL,2020.0,3.0,10120,"8,077",599,9.8,12,991,524.92,524.93,52.9,50,52.9,50
3743,FL,2020.0,4.0,10109,"8,445",609,6.6,19,662,211.72,211.72,32.0,47,32.0,49
3744,GA,2021.0,1.0,5158,"4,265",268.0,4.7,43,242.0,145.9,160.62,60.2,10,66.3,15
3745,GA,2021.0,2.0,5152,"4,325",277.0,4.2,41,217.0,129.03,129.18,59.4,7,59.4,9
3746,GA,2021.0,3.0,5149,"4,385",281.0,3.7,38,192.0,87.67,87.73,45.6,5,45.6,7
3747,GA,2021.0,4.0,5167,"4,499",284.0,3.0,35,157.0,44.31,44.35,28.2,23,28.2,25
3748,GA,2022.0,1.0,5227,"4,505",286.0,3.2,39,170.0,38.94,38.97,23.0,31,23.0,31
3749,GA,2022.0,2.0,5213,"4,586",292.0,3.0,30,157.0,39.84,39.86,25.4,14,25.4,14
3750,GA,2022.0,3.0,5212,"4,616",296.0,3.2,30,169.0,41.83,41.85,24.8,13,24.8,13
3751,GA,2022.0,4.0,5237,"4,687",301.0,3.1,29,162.0,32.02,32.02,19.8,29,19.8,29
3752,GA,2023.0,1.0,5287,"4,653",302.0,3.3,30,177.0,32.23,32.24,18.2,40,18.2,40
3753,GA,2023.0,2.0,5293,"4,685",306.0,3.2,24,168.0,33.6,33.61,20.1,33,20.1,33
3754,GA,2023.0,3.0,5317,"4,684",308.0,3.3,29,177.0,34.33,34.72,19.4,33,19.7,33
3755,GA,2023.0,4.0,5326,"4,745",310.0,3.0,32,158.0,30.22,30.23,19.1,39,19.1,39
3756,HI,2021.0,1.0,676,525,36.0,8.9,2,60.0,24.66,27.36,41.2,29,45.7,29
3757,HI,2021.0,2.0,675,552,36.0,7.1,7,48.0,16.49,16.73,34.7,29,35.2,27
3758,HI,2021.0,3.0,668,562,37.0,4.9,23,32.0,14.38,14.46,44.4,8,44.6,10
3759,HI,2021.0,4.0,662,575,37.0,3.1,34,20.0,11.57,11.6,56.9,4,57.0,5
3760,HI,2022.0,1.0,669,575,38.0,3.1,42,21.0,8.52,8.53,41.5,10,41.6,10
3761,HI,2022.0,2.0,672,582,38.0,3.4,26,23.0,6.37,6.38,28.3,10,28.3,10
3762,HI,2022.0,3.0,675,586,39.0,3.5,24,23.0,6.18,6.18,26.5,10,26.5,10
3763,HI,2022.0,4.0,674,598,39.0,3.2,23,22.0,5.68,5.68,26.0,17,26.0,17
3764,HI,2023.0,1.0,678,597,40.0,2.9,42,20.0,6.02,6.03,30.5,23,30.5,23
3765,HI,2023.0,2.0,677,601,40.0,2.9,34,19.0,5.98,5.98,30.9,16,30.9,16
3766,HI,2023.0,3.0,676,595,40.0,3.1,34,21.0,10.01,10.01,48.4,5,48.4,5
3767,HI,2023.0,4.0,675,602,40.0,3.0,32,20.0,11.38,11.38,55.9,4,55.9,4
3768,IA,2021.0,1.0,1662,"1,450",82.0,4.8,41,79.0,45.08,45.14,56.9,11,56.9,23
3769,IA,2021.0,2.0,1681,"1,496",83.0,4.3,37,72.0,26.83,26.83,37.3,23,37.3,24
3770,IA,2021.0,3.0,1691,"1,496",84.0,3.6,40,61.0,14.53,14.53,23.8,37,23.8,38
3771,IA,2021.0,4.0,1686,"1,511",84.0,2.8,37,46.0,11.5,11.5,24.8,30,24.8,31
3772,IA,2022.0,1.0,1698,"1,487",85.0,3.2,39,54.0,22.13,22.13,41.3,11,41.3,11
3773,IA,2022.0,2.0,1705,"1,531",86.0,2.5,43,42.0,8.16,8.16,19.5,25,19.5,26
3774,IA,2022.0,3.0,1712,"1,525",87.0,2.9,38,49.0,6.93,6.93,14.0,37,14.0,37
3775,IA,2022.0,4.0,1711,"1,535",88.0,2.8,33,48.0,9.09,9.09,18.9,33,18.9,33
3776,IA,2023.0,1.0,1711,"1,505",88.0,3.3,30,57.0,20.86,20.86,36.6,19,36.6,19
3777,IA,2023.0,2.0,1713,"1,547",89.0,2.8,37,47.0,7.83,7.83,16.5,42,16.5,42
3778,IA,2023.0,3.0,1712,"1,538",90.0,3.0,36,51.0,7.83,7.83,15.3,45,15.3,45
3779,IA,2023.0,4.0,1701,"1,548",90.0,2.7,41,45.0,8.93,8.93,19.6,37,19.6,37
3780,ID,2021.0,1.0,911,749,66.0,4.8,41,44.0,13.09,13.09,29.9,46,29.9,46
3781,ID,2021.0,2.0,920,777,68.0,3.6,46,33.0,7.1,7.1,21.2,50,21.2,50
3782,ID,2021.0,3.0,927,791,69.0,3.1,47,29.0,3.81,3.81,13.1,50,13.1,50
3783,ID,2021.0,4.0,929,791,71.0,2.7,38,25.0,3.99,3.99,16.1,44,16.1,44
3784,ID,2022.0,1.0,937,786,73.0,3.4,35,32.0,7.73,7.73,24.4,26,24.4,27
3785,ID,2022.0,2.0,945,808,75.0,2.6,42,25.0,3.4,3.4,13.7,40,13.7,40
3786,ID,2022.0,3.0,951,821,77.0,2.7,42,25.0,3.34,3.34,13.2,42,13.2,42
3787,ID,2022.0,4.0,946,817,78.0,2.7,35,25.0,4.99,4.99,19.7,30,19.7,30
3788,ID,2023.0,1.0,951,803,79.0,3.5,26,33.0,9.88,9.88,29.7,24,29.7,24
3789,ID,2023.0,2.0,960,831,80.0,2.9,34,27.0,5.58,5.58,20.4,32,20.4,32
3790,ID,2023.0,3.0,969,838,82.0,3.0,36,29.0,4.49,4.49,15.5,43,15.5,43
3791,ID,2023.0,4.0,966,843,83.0,3.0,32,29.0,6.0,6.0,20.4,35,20.4,35
3792,IL,2021.0,1.0,6232,"5,422",330.0,7.2,11,451.0,254.7,326.14,56.4,12,72.2,11
3793,IL,2021.0,2.0,6331,"5,607",334.0,6.7,12,422.0,195.06,197.8,46.2,14,46.9,14
3794,IL,2021.0,3.0,6374,"5,651",336.0,6.0,10,383.0,176.77,185.5,46.1,4,48.4,5
3795,IL,2021.0,4.0,6374,"5,777",338.0,4.5,11,285.0,112.84,112.91,39.5,11,39.6,12
3796,IL,2022.0,1.0,6410,"5,686",338.0,4.9,11,317.0,112.5,112.5,35.5,15,35.5,15
3797,IL,2022.0,2.0,6431,"5,851",340.0,4.5,4,292.0,65.73,65.73,22.5,18,22.5,18
3798,IL,2022.0,3.0,6453,"5,890",344.0,4.7,4,301.0,58.99,58.99,19.6,23,19.6,23
3799,IL,2022.0,4.0,6393,"5,933",341.0,4.2,5,267.0,66.11,66.11,24.8,20,24.8,20
3800,IL,2023.0,1.0,6377,"5,827",341.0,4.6,6,291.0,108.84,108.84,37.4,17,37.4,17
3801,IL,2023.0,2.0,6418,"5,950",343.0,4.2,6,269.0,84.89,84.89,31.5,15,31.5,15
3802,IL,2023.0,3.0,6493,"5,937",345.0,4.8,6,314.0,83.35,83.35,26.6,16,26.6,16
3803,IL,2023.0,4.0,6464,"5,975",345.0,4.3,9,275.0,85.29,85.29,31.0,19,31.0,19
3804,IN,2021.0,1.0,3325,"2,904",137.0,5.1,36,169.0,62.98,63.03,37.3,34,37.3,37
3805,IN,2021.0,2.0,3353,"2,958",139.0,4.3,37,143.0,50.21,50.22,35.1,27,35.1,28
3806,IN,2021.0,3.0,3330,"2,983",138.0,3.6,40,121.0,35.94,35.95,29.8,25,29.8,26
3807,IN,2021.0,4.0,3323,"3,042",139.0,2.7,38,91.0,26.07,26.07,28.7,21,28.7,23
3808,IN,2022.0,1.0,3350,"3,011",141.0,3.4,35,113.0,26.49,26.49,23.5,29,23.5,30
3809,IN,2022.0,2.0,3382,"3,074",143.0,2.9,35,98.0,17.7,17.7,18.1,29,18.1,29
3810,IN,2022.0,3.0,3395,"3,096",145.0,3.1,33,104.0,18.66,18.66,18.0,28,18.0,28
3811,IN,2022.0,4.0,3369,"3,119",147.0,2.9,32,99.0,20.43,20.43,20.7,28,20.7,28
3812,IN,2023.0,1.0,3381,"3,072",149.0,3.7,22,124.0,28.57,28.57,22.9,34,22.9,34
3813,IN,2023.0,2.0,3408,"3,119",150.0,3.2,24,109.0,21.19,21.19,19.4,34,19.4,34
3814,IN,2023.0,3.0,3415,"3,121",151.0,3.4,26,116.0,20.9,20.9,18.0,37,18.0,37
3815,IN,2023.0,4.0,3402,"3,146",151.0,3.1,29,104.0,22.7,22.7,21.8,31,21.8,31
3816,KS,2021.0,1.0,1496,"1,302",78.0,4.0,50,60.0,37.0,37.06,62.0,8,62.1,18
3817,KS,2021.0,2.0,1500,"1,331",78.0,3.6,46,54.0,14.29,14.31,26.7,42,26.7,43
3818,KS,2021.0,3.0,1503,"1,324",79.0,3.5,42,53.0,11.71,11.73,22.2,39,22.3,40
3819,KS,2021.0,4.0,1494,"1,354",80.0,2.3,47,34.0,7.36,7.37,21.7,34,21.8,34
3820,KS,2022.0,1.0,1499,"1,340",82.0,2.7,46,41.0,11.19,11.2,27.4,23,27.4,23
3821,KS,2022.0,2.0,1501,"1,363",82.0,2.5,43,37.0,6.3,6.3,17.1,31,17.1,31
3822,KS,2022.0,3.0,1506,"1,367",83.0,2.9,38,44.0,4.85,4.85,11.0,46,11.0,46
3823,KS,2022.0,4.0,1505,"1,390",84.0,2.4,41,37.0,6.45,6.45,17.6,39,17.6,39
3824,KS,2023.0,1.0,1510,"1,376",85.0,2.9,42,44.0,8.0,8.0,18.0,41,18.0,41
3825,KS,2023.0,2.0,1514,"1,396",86.0,2.6,42,40.0,6.81,6.81,17.2,39,17.2,39
3826,KS,2023.0,3.0,1515,"1,385",87.0,2.8,40,43.0,6.93,6.93,16.1,41,16.1,41
3827,KS,2023.0,4.0,1505,"1,405",87.0,2.2,47,33.0,6.63,6.63,20.1,36,20.1,36
3828,KY,2021.0,1.0,1990,"1,786",100.0,5.0,37,100.0,39.5,52.44,39.5,30,52.4,25
3829,KY,2021.0,2.0,2014,"1,818",101.0,4.6,34,93.0,81.36,81.36,87.5,2,87.5,3
3830,KY,2021.0,3.0,2011,"1,813",102.0,4.4,30,89.0,15.81,15.82,17.7,47,17.7,47
3831,KY,2021.0,4.0,2028,"1,876",103.0,3.7,22,76.0,11.97,11.97,15.8,46,15.8,46
3832,KY,2022.0,1.0,2030,"1,852",105.0,4.4,17,90.0,14.2,14.2,15.8,43,15.8,43
3833,KY,2022.0,2.0,2041,"1,885",106.0,4.0,13,81.0,8.57,8.57,10.6,46,10.6,46
3834,KY,2022.0,3.0,2030,"1,879",107.0,4.1,9,82.0,8.83,8.83,10.7,49,10.7,49
3835,KY,2022.0,4.0,2020,"1,928",108.0,3.7,13,75.0,8.93,8.93,11.9,46,11.9,46
3836,KY,2023.0,1.0,2025,"1,911",109.0,4.5,7,91.0,12.02,12.02,13.3,48,13.3,48
3837,KY,2023.0,2.0,2031,"1,937",110.0,4.1,8,83.0,7.62,7.62,9.2,53,9.2,53
3838,KY,2023.0,3.0,2028,"1,915",111.0,4.2,10,86.0,7.31,7.31,8.5,53,8.5,53
3839,KY,2023.0,4.0,2022,"1,963",112.0,3.9,12,78.0,7.79,7.79,10.0,52,10.0,52
3840,LA,2021.0,1.0,2037,"1,752",104.0,6.6,21,135.0,49.24,50.6,36.5,36,37.5,36
3841,LA,2021.0,2.0,2069,"1,785",105.0,6.5,13,134.0,46.62,46.62,34.9,28,34.9,29
3842,LA,2021.0,3.0,2067,"1,777",106.0,5.5,13,113.0,38.7,38.71,34.2,18,34.2,20
3843,LA,2021.0,4.0,2052,"1,823",107.0,3.8,18,78.0,19.72,19.72,25.3,29,25.3,30
3844,LA,2022.0,1.0,2059,"1,809",108.0,3.8,26,78.0,10.72,10.72,13.7,44,13.7,44
3845,LA,2022.0,2.0,2077,"1,830",110.0,3.8,18,78.0,8.37,8.37,10.7,45,10.7,45
3846,LA,2022.0,3.0,2075,"1,838",111.0,3.9,18,80.0,10.88,10.88,13.6,40,13.6,40
3847,LA,2022.0,4.0,2065,"1,860",111.0,3.2,23,66.0,9.55,9.55,14.5,42,14.5,42
3848,LA,2023.0,1.0,2067,"1,843",112.0,3.5,26,73.0,10.52,10.52,14.5,45,14.5,45
3849,LA,2023.0,2.0,2082,"1,858",113.0,3.6,16,76.0,11.03,11.03,14.6,46,14.6,46
3850,LA,2023.0,3.0,2081,"1,845",109.0,3.8,17,79.0,12.86,12.86,16.2,40,16.2,40
